run_id,cluster_id,cluster_size,mean_within_tfidf_cosine
current__adaptive_diffusion_cosine_subspace__tfidf__adaptive_modes_22_62,99,2,0.0
current__adaptive_diffusion_cosine_subspace__tfidf__adaptive_modes_22_62,100,1,
current__adaptive_diffusion_cosine_subspace__tfidf__adaptive_modes_22_62,101,1,
current__adaptive_diffusion_cosine_subspace__tfidf__adaptive_modes_22_62,102,1,
current__adaptive_diffusion_cosine_subspace__tfidf__adaptive_modes_22_62,103,1,
current__adaptive_diffusion_cosine_subspace__tfidf__adaptive_modes_22_62,104,1,
current__adaptive_diffusion_cosine_subspace__tfidf__adaptive_modes_22_62,105,2,0.9892460676875634
current__adaptive_diffusion_cosine_subspace__tfidf__adaptive_modes_22_62,106,1,
current__adaptive_diffusion_cosine_subspace__tfidf__adaptive_modes_22_62,107,1,
current__adaptive_diffusion_cosine_subspace__tfidf__adaptive_modes_22_62,108,1,
current__adaptive_diffusion_cosine_subspace__tfidf__adaptive_modes_22_62,109,1,
current__adaptive_diffusion_cosine_subspace__tfidf__adaptive_modes_22_62,110,1,
current__adaptive_diffusion_cosine_subspace__tfidf__adaptive_modes_22_62,111,1,
current__adaptive_diffusion_cosine_subspace__tfidf__adaptive_modes_22_62,112,1,
current__adaptive_diffusion_cosine_subspace__tfidf__adaptive_modes_22_62,113,1,
current__adaptive_diffusion_cosine_subspace__tfidf__adaptive_modes_22_62,114,1,
current__adaptive_diffusion_cosine_subspace__tfidf__adaptive_modes_22_62,115,1,
current__adaptive_diffusion_cosine_subspace__tfidf__adaptive_modes_22_62,116,1,
current__adaptive_diffusion_cosine_subspace__tfidf__adaptive_modes_22_62,117,1,
current__adaptive_diffusion_cosine_subspace__tfidf__adaptive_modes_22_62,118,1,
current__adaptive_diffusion_cosine_subspace__tfidf__adaptive_modes_22_62,119,1,
current__adaptive_diffusion_cosine_subspace__tfidf__adaptive_modes_22_62,120,1,
current__adaptive_diffusion_cosine_subspace__tfidf__adaptive_modes_22_62,121,1,
current__adaptive_diffusion_cosine_subspace__tfidf__adaptive_modes_22_62,122,1,
current__adaptive_diffusion_cosine_subspace__tfidf__adaptive_modes_22_62,123,1,
current__adaptive_diffusion_cosine_subspace__tfidf__adaptive_modes_22_62,124,1,
current__adaptive_diffusion_cosine_subspace__tfidf__adaptive_modes_22_62,125,1,
current__adaptive_diffusion_cosine_subspace__tfidf__adaptive_modes_22_62,126,1,
current__adaptive_diffusion_cosine_subspace__tfidf__adaptive_modes_22_62,127,1,
current__adaptive_diffusion_cosine_subspace__tfidf__adaptive_modes_22_62,128,1,
current__adaptive_diffusion_cosine_subspace__tfidf__adaptive_modes_22_62,129,1,
current__adaptive_diffusion_cosine_subspace__tfidf__adaptive_modes_22_62,130,1,
current__adaptive_diffusion_cosine_subspace__tfidf__adaptive_modes_22_62,131,1,
current__adaptive_diffusion_cosine_subspace__tfidf__adaptive_modes_22_62,132,1,
current__adaptive_diffusion_cosine_subspace__tfidf__adaptive_modes_22_62,133,1,
current__adaptive_diffusion_cosine_subspace__tfidf__adaptive_modes_22_62,134,1,
current__adaptive_diffusion_cosine_subspace__tfidf__adaptive_modes_22_62,135,1,
current__adaptive_diffusion_cosine_subspace__tfidf__adaptive_modes_22_62,136,1,
current__adaptive_diffusion_cosine_subspace__tfidf__adaptive_modes_22_62,137,1,
current__adaptive_diffusion_cosine_subspace__tfidf__adaptive_modes_22_62,138,1,
current__adaptive_diffusion_cosine_subspace__tfidf__adaptive_modes_22_62,139,1,
current__adaptive_diffusion_cosine_subspace__tfidf__adaptive_modes_22_62,140,1,
current__adaptive_diffusion_cosine_subspace__tfidf__adaptive_modes_22_62,141,2,0.6666972712653332
current__adaptive_diffusion_cosine_subspace__tfidf__adaptive_modes_22_62,142,1,
current__adaptive_diffusion_cosine_subspace__tfidf__adaptive_modes_22_62,143,1,
current__adaptive_diffusion_cosine_subspace__tfidf__adaptive_modes_22_62,144,1,
current__adaptive_diffusion_cosine_subspace__tfidf__adaptive_modes_63_80,0,2,0.45378945819832595
current__adaptive_diffusion_cosine_subspace__tfidf__adaptive_modes_63_80,1,1,
current__adaptive_diffusion_cosine_subspace__tfidf__adaptive_modes_63_80,2,2,0.4649340705194649
current__adaptive_diffusion_cosine_subspace__tfidf__adaptive_modes_63_80,3,4,0.11017854756956987
current__adaptive_diffusion_cosine_subspace__tfidf__adaptive_modes_63_80,4,3,0.4008683018018165
current__adaptive_diffusion_cosine_subspace__tfidf__adaptive_modes_63_80,5,3,0.0465077005008907
current__adaptive_diffusion_cosine_subspace__tfidf__adaptive_modes_63_80,6,1,
current__adaptive_diffusion_cosine_subspace__tfidf__adaptive_modes_63_80,7,4,0.1339966086357315
current__adaptive_diffusion_cosine_subspace__tfidf__adaptive_modes_63_80,8,2,0.0
current__adaptive_diffusion_cosine_subspace__tfidf__adaptive_modes_63_80,9,1,
current__adaptive_diffusion_cosine_subspace__tfidf__adaptive_modes_63_80,10,3,0.04146492894902439
current__adaptive_diffusion_cosine_subspace__tfidf__adaptive_modes_63_80,11,3,0.29113032263701316
current__adaptive_diffusion_cosine_subspace__tfidf__adaptive_modes_63_80,12,3,0.16561438186201918
current__adaptive_diffusion_cosine_subspace__tfidf__adaptive_modes_63_80,13,3,0.17574127983706309
current__adaptive_diffusion_cosine_subspace__tfidf__adaptive_modes_63_80,14,2,0.12613150345593205
current__adaptive_diffusion_cosine_subspace__tfidf__adaptive_modes_63_80,15,1,
current__adaptive_diffusion_cosine_subspace__tfidf__adaptive_modes_63_80,16,1,
current__adaptive_diffusion_cosine_subspace__tfidf__adaptive_modes_63_80,17,3,0.24685574161387822
current__adaptive_diffusion_cosine_subspace__tfidf__adaptive_modes_63_80,18,3,0.004359642273162212
current__adaptive_diffusion_cosine_subspace__tfidf__adaptive_modes_63_80,19,2,0.0
current__adaptive_diffusion_cosine_subspace__tfidf__adaptive_modes_63_80,20,2,0.0
current__adaptive_diffusion_cosine_subspace__tfidf__adaptive_modes_63_80,21,1,
current__adaptive_diffusion_cosine_subspace__tfidf__adaptive_modes_63_80,22,3,0.43032022527077385
current__adaptive_diffusion_cosine_subspace__tfidf__adaptive_modes_63_80,23,1,
current__adaptive_diffusion_cosine_subspace__tfidf__adaptive_modes_63_80,24,10,0.0865064564421235
current__adaptive_diffusion_cosine_subspace__tfidf__adaptive_modes_63_80,25,3,0.12127957764506503
current__adaptive_diffusion_cosine_subspace__tfidf__adaptive_modes_63_80,26,3,0.20041727768599013
current__adaptive_diffusion_cosine_subspace__tfidf__adaptive_modes_63_80,27,1,
current__adaptive_diffusion_cosine_subspace__tfidf__adaptive_modes_63_80,28,1,
current__adaptive_diffusion_cosine_subspace__tfidf__adaptive_modes_63_80,29,3,0.03803368768304338
current__adaptive_diffusion_cosine_subspace__tfidf__adaptive_modes_63_80,30,3,0.07790773112040202
current__adaptive_diffusion_cosine_subspace__tfidf__adaptive_modes_63_80,31,1,
current__adaptive_diffusion_cosine_subspace__tfidf__adaptive_modes_63_80,32,2,0.2389068184767733
current__adaptive_diffusion_cosine_subspace__tfidf__adaptive_modes_63_80,33,1,
current__adaptive_diffusion_cosine_subspace__tfidf__adaptive_modes_63_80,34,3,0.027626656072352745
current__adaptive_diffusion_cosine_subspace__tfidf__adaptive_modes_63_80,35,4,0.1584156751506226
current__adaptive_diffusion_cosine_subspace__tfidf__adaptive_modes_63_80,36,3,0.038115719243344635
current__adaptive_diffusion_cosine_subspace__tfidf__adaptive_modes_63_80,37,1,
current__adaptive_diffusion_cosine_subspace__tfidf__adaptive_modes_63_80,38,5,0.18068863651027653
current__adaptive_diffusion_cosine_subspace__tfidf__adaptive_modes_63_80,39,3,0.09014568939171941
current__adaptive_diffusion_cosine_subspace__tfidf__adaptive_modes_63_80,40,5,0.0685544854538774
current__adaptive_diffusion_cosine_subspace__tfidf__adaptive_modes_63_80,41,2,0.3809079138214675
current__adaptive_diffusion_cosine_subspace__tfidf__adaptive_modes_63_80,42,1,
current__adaptive_diffusion_cosine_subspace__tfidf__adaptive_modes_63_80,43,3,0.2235561570035404
current__adaptive_diffusion_cosine_subspace__tfidf__adaptive_modes_63_80,44,3,0.5355289264676841
current__adaptive_diffusion_cosine_subspace__tfidf__adaptive_modes_63_80,45,2,0.16390509826682287
current__adaptive_diffusion_cosine_subspace__tfidf__adaptive_modes_63_80,46,1,
current__adaptive_diffusion_cosine_subspace__tfidf__adaptive_modes_63_80,47,3,0.014199840680346002
current__adaptive_diffusion_cosine_subspace__tfidf__adaptive_modes_63_80,48,5,0.11302913880524254
current__adaptive_diffusion_cosine_subspace__tfidf__adaptive_modes_63_80,49,1,
current__adaptive_diffusion_cosine_subspace__tfidf__adaptive_modes_63_80,50,2,0.0
current__adaptive_diffusion_cosine_subspace__tfidf__adaptive_modes_63_80,51,1,
current__adaptive_diffusion_cosine_subspace__tfidf__adaptive_modes_63_80,52,3,0.1790818310365423
current__adaptive_diffusion_cosine_subspace__tfidf__adaptive_modes_63_80,53,3,0.08941690359515975
current__adaptive_diffusion_cosine_subspace__tfidf__adaptive_modes_63_80,54,2,0.035506603285029525
current__adaptive_diffusion_cosine_subspace__tfidf__adaptive_modes_63_80,55,1,
current__adaptive_diffusion_cosine_subspace__tfidf__adaptive_modes_63_80,56,3,0.017897341374857618
current__adaptive_diffusion_cosine_subspace__tfidf__adaptive_modes_63_80,57,2,0.9897179652757888
current__adaptive_diffusion_cosine_subspace__tfidf__adaptive_modes_63_80,58,6,0.17597468924595702
